removed_id,representative_id,cluster_id,score
pep_0024,pep_0001,embcos:pep_0001,0.982633650302887
pep_0731,pep_0001,embcos:pep_0001,0.9822900891304016
pep_0234,pep_0001,embcos:pep_0001,0.9822342395782471
pep_0330,pep_0001,embcos:pep_0001,0.9822342395782471
pep_0227,pep_0001,embcos:pep_0001,0.9821497797966003
pep_0806,pep_0001,embcos:pep_0001,0.9820719361305237
pep_0416,pep_0001,embcos:pep_0001,0.981980562210083
pep_0535,pep_0001,embcos:pep_0001,0.981980562210083
pep_0543,pep_0001,embcos:pep_0001,0.981980562210083
pep_0975,pep_0001,embcos:pep_0001,0.981980562210083
pep_0473,pep_0001,embcos:pep_0001,0.9819558262825012
pep_0116,pep_0001,embcos:pep_0001,0.9819286465644836
pep_0484,pep_0001,embcos:pep_0001,0.9818769693374634
pep_0905,pep_0001,embcos:pep_0001,0.9818328022956848
pep_0816,pep_0001,embcos:pep_0001,0.9817701578140259
pep_0411,pep_0001,embcos:pep_0001,0.9817519783973694
pep_0145,pep_0001,embcos:pep_0001,0.9814853072166443
pep_0057,pep_0001,embcos:pep_0001,0.9814675450325012
pep_0115,pep_0001,embcos:pep_0001,0.9814675450325012
pep_0267,pep_0001,embcos:pep_0001,0.9814675450325012
pep_0332,pep_0001,embcos:pep_0001,0.9814675450325012
pep_0022,pep_0001,embcos:pep_0001,0.9813335537910461
pep_0228,pep_0001,embcos:pep_0001,0.9812581539154053
pep_0445,pep_0001,embcos:pep_0001,0.9811678528785706
pep_0819,pep_0001,embcos:pep_0001,0.9811524748802185
pep_0573,pep_0001,embcos:pep_0001,0.9810786247253418
pep_0802,pep_0001,embcos:pep_0001,0.9810341000556946
pep_0329,pep_0001,embcos:pep_0001,0.9810079336166382
pep_0217,pep_0001,embcos:pep_0001,0.9809268116950989
pep_0870,pep_0001,embcos:pep_0001,0.9809207916259766
pep_0989,pep_0001,embcos:pep_0001,0.980920672416687
pep_0555,pep_0001,embcos:pep_0001,0.9808571338653564
pep_0904,pep_0001,embcos:pep_0001,0.9808003902435303
pep_0770,pep_0001,embcos:pep_0001,0.9807186126708984
pep_0483,pep_0001,embcos:pep_0001,0.980613648891449
pep_0853,pep_0001,embcos:pep_0001,0.9805837869644165
pep_0404,pep_0001,embcos:pep_0001,0.9804831743240356
pep_0602,pep_0001,embcos:pep_0001,0.9804590344429016
pep_0215,pep_0001,embcos:pep_0001,0.9803807735443115
pep_0407,pep_0001,embcos:pep_0001,0.9803102016448975
pep_0406,pep_0001,embcos:pep_0001,0.9802855253219604
pep_0661,pep_0001,embcos:pep_0001,0.9802827835083008
pep_0081,pep_0001,embcos:pep_0001,0.9802432656288147
pep_0226,pep_0001,embcos:pep_0001,0.9802432656288147
pep_0558,pep_0001,embcos:pep_0001,0.9802432656288147
pep_0741,pep_0001,embcos:pep_0001,0.9802291393280029
pep_0288,pep_0001,embcos:pep_0001,0.9801486134529114
pep_0668,pep_0001,embcos:pep_0001,0.9800750613212585
pep_0157,pep_0001,embcos:pep_0001,0.9800658822059631
pep_0322,pep_0001,embcos:pep_0001,0.9800658822059631
pep_0418,pep_0001,embcos:pep_0001,0.9800658822059631
pep_0425,pep_0001,embcos:pep_0001,0.979922890663147
pep_0595,pep_0001,embcos:pep_0001,0.9798910021781921
pep_0755,pep_0001,embcos:pep_0001,0.9798909425735474
pep_0745,pep_0001,embcos:pep_0001,0.9797229170799255
pep_0441,pep_0001,embcos:pep_0001,0.9797173142433167
pep_0069,pep_0001,embcos:pep_0001,0.9796940088272095
pep_0136,pep_0001,embcos:pep_0001,0.9796940088272095
pep_0254,pep_0001,embcos:pep_0001,0.979688286781311
pep_0882,pep_0001,embcos:pep_0001,0.9796351194381714
pep_0242,pep_0001,embcos:pep_0001,0.9796139001846313
pep_0210,pep_0001,embcos:pep_0001,0.979584813117981
pep_0807,pep_0001,embcos:pep_0001,0.9795847535133362
pep_0122,pep_0001,embcos:pep_0001,0.9795846939086914
pep_0320,pep_0001,embcos:pep_0001,0.9795846939086914
pep_0435,pep_0001,embcos:pep_0001,0.9795846939086914
pep_0139,pep_0001,embcos:pep_0001,0.9794750213623047
pep_0055,pep_0001,embcos:pep_0001,0.9794721603393555
pep_0757,pep_0001,embcos:pep_0001,0.9794362783432007
pep_0030,pep_0001,embcos:pep_0001,0.9793753027915955
pep_0686,pep_0001,embcos:pep_0001,0.9793624877929688
pep_0559,pep_0001,embcos:pep_0001,0.9792985916137695
pep_0437,pep_0001,embcos:pep_0001,0.9792692065238953
pep_0641,pep_0001,embcos:pep_0001,0.9792692065238953
pep_0198,pep_0001,embcos:pep_0001,0.9791288375854492
pep_0765,pep_0001,embcos:pep_0001,0.9790838956832886
pep_0480,pep_0001,embcos:pep_0001,0.9790729284286499
pep_0705,pep_0001,embcos:pep_0001,0.9789872765541077
pep_0986,pep_0001,embcos:pep_0001,0.9789872765541077
pep_0868,pep_0001,embcos:pep_0001,0.9789376258850098
pep_0049,pep_0001,embcos:pep_0001,0.9788556694984436
pep_0363,pep_0001,embcos:pep_0001,0.9788487553596497
pep_0129,pep_0001,embcos:pep_0001,0.9787208437919617
pep_0052,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0337,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0391,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0466,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0944,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0969,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0996,pep_0001,embcos:pep_0001,0.9785617589950562
pep_0805,pep_0001,embcos:pep_0001,0.9785169959068298
pep_0538,pep_0001,embcos:pep_0001,0.9785096645355225
pep_0578,pep_0001,embcos:pep_0001,0.9784417748451233
pep_0269,pep_0001,embcos:pep_0001,0.9784386157989502
pep_0044,pep_0001,embcos:pep_0001,0.978402853012085
pep_0671,pep_0001,embcos:pep_0001,0.9783656597137451
pep_0443,pep_0001,embcos:pep_0001,0.9782841801643372
pep_0107,pep_0001,embcos:pep_0001,0.9780041575431824
pep_0039,pep_0001,embcos:pep_0001,0.9779230356216431
pep_0053,pep_0001,embcos:pep_0001,0.9778782725334167
pep_0070,pep_0001,embcos:pep_0001,0.9778782725334167
pep_0517,pep_0001,embcos:pep_0001,0.9778782725334167
pep_0580,pep_0001,embcos:pep_0001,0.9778782725334167
pep_0924,pep_0001,embcos:pep_0001,0.9778782725334167
pep_0276,pep_0001,embcos:pep_0001,0.9778406620025635
pep_0020,pep_0001,embcos:pep_0001,0.9778375625610352
pep_0829,pep_0001,embcos:pep_0001,0.9778163433074951
pep_0015,pep_0001,embcos:pep_0001,0.9777324199676514
pep_0761,pep_0001,embcos:pep_0001,0.9776428937911987
pep_0685,pep_0001,embcos:pep_0001,0.9776129722595215
pep_0523,pep_0001,embcos:pep_0001,0.9775243997573853
pep_0546,pep_0001,embcos:pep_0001,0.9775243997573853
pep_0577,pep_0001,embcos:pep_0001,0.9775243997573853
pep_0644,pep_0001,embcos:pep_0001,0.9775243997573853
pep_0965,pep_0001,embcos:pep_0001,0.9775243997573853
pep_0887,pep_0001,embcos:pep_0001,0.9775115251541138
pep_0092,pep_0001,embcos:pep_0001,0.9775018692016602
pep_0736,pep_0001,embcos:pep_0001,0.977450966835022
pep_0144,pep_0001,embcos:pep_0001,0.9774291515350342
pep_0551,pep_0001,embcos:pep_0001,0.9773494005203247
pep_0564,pep_0001,embcos:pep_0001,0.9773346185684204
pep_0631,pep_0001,embcos:pep_0001,0.9773215055465698
pep_0080,pep_0001,embcos:pep_0001,0.9771270751953125
pep_0789,pep_0001,embcos:pep_0001,0.9770210981369019
pep_0501,pep_0001,embcos:pep_0001,0.9770196080207825
pep_0936,pep_0001,embcos:pep_0001,0.9770196080207825
pep_0331,pep_0001,embcos:pep_0001,0.9770108461380005
pep_0026,pep_0001,embcos:pep_0001,0.9769626259803772
pep_0638,pep_0001,embcos:pep_0001,0.9769515991210938
pep_0079,pep_0001,embcos:pep_0001,0.9768699407577515
pep_0992,pep_0001,embcos:pep_0001,0.9768699407577515
pep_0489,pep_0001,embcos:pep_0001,0.9767971634864807
pep_0810,pep_0001,embcos:pep_0001,0.976763129234314
pep_0229,pep_0001,embcos:pep_0001,0.9767591953277588
pep_0778,pep_0001,embcos:pep_0001,0.9767422676086426
pep_0772,pep_0001,embcos:pep_0001,0.9766682386398315
pep_0183,pep_0001,embcos:pep_0001,0.9765863418579102
pep_0387,pep_0001,embcos:pep_0001,0.9765072464942932
pep_0852,pep_0001,embcos:pep_0001,0.9764964580535889
pep_0949,pep_0001,embcos:pep_0001,0.9764964580535889
pep_0138,pep_0001,embcos:pep_0001,0.976494550704956
pep_0973,pep_0001,embcos:pep_0001,0.976494550704956
pep_0152,pep_0001,embcos:pep_0001,0.976437509059906
pep_0160,pep_0001,embcos:pep_0001,0.976437509059906
pep_0261,pep_0001,embcos:pep_0001,0.976437509059906
pep_0293,pep_0001,embcos:pep_0001,0.976437509059906
pep_0399,pep_0001,embcos:pep_0001,0.976437509059906
pep_0618,pep_0001,embcos:pep_0001,0.976437509059906
pep_0963,pep_0001,embcos:pep_0001,0.976437509059906
pep_0087,pep_0001,embcos:pep_0001,0.9763508439064026
pep_0075,pep_0001,embcos:pep_0001,0.9763197898864746
pep_0373,pep_0001,embcos:pep_0001,0.9763197898864746
pep_0585,pep_0001,embcos:pep_0001,0.9763197898864746
pep_0624,pep_0001,embcos:pep_0001,0.9763197898864746
pep_0994,pep_0001,embcos:pep_0001,0.9763197898864746
pep_0706,pep_0001,embcos:pep_0001,0.9762754440307617
pep_0224,pep_0001,embcos:pep_0001,0.9762704372406006
pep_0851,pep_0001,embcos:pep_0001,0.976248025894165
pep_0180,pep_0001,embcos:pep_0001,0.9762395620346069
pep_0340,pep_0001,embcos:pep_0001,0.9762252569198608
pep_0369,pep_0001,embcos:pep_0001,0.9762024283409119
pep_0316,pep_0001,embcos:pep_0001,0.9761733412742615
pep_0278,pep_0001,embcos:pep_0001,0.9761193990707397
pep_0401,pep_0001,embcos:pep_0001,0.9761193990707397
pep_0429,pep_0001,embcos:pep_0001,0.9761193990707397
pep_0612,pep_0001,embcos:pep_0001,0.9761193990707397
pep_0359,pep_0001,embcos:pep_0001,0.9760780334472656
pep_0598,pep_0001,embcos:pep_0001,0.9760045409202576
pep_0803,pep_0001,embcos:pep_0001,0.9759699702262878
pep_0712,pep_0001,embcos:pep_0001,0.9759095907211304
pep_0836,pep_0001,embcos:pep_0001,0.9759090542793274
pep_0739,pep_0001,embcos:pep_0001,0.9759008884429932
pep_0500,pep_0001,embcos:pep_0001,0.975899875164032
pep_0134,pep_0001,embcos:pep_0001,0.9758998155593872
pep_0140,pep_0001,embcos:pep_0001,0.9758998155593872
pep_0457,pep_0001,embcos:pep_0001,0.9758998155593872
pep_0669,pep_0001,embcos:pep_0001,0.9758998155593872
pep_0581,pep_0001,embcos:pep_0001,0.9758667349815369
pep_0313,pep_0001,embcos:pep_0001,0.9758490324020386
pep_0397,pep_0001,embcos:pep_0001,0.9758490324020386
pep_0432,pep_0001,embcos:pep_0001,0.9758490324020386
pep_0554,pep_0001,embcos:pep_0001,0.9758490324020386
pep_0592,pep_0001,embcos:pep_0001,0.9758490324020386
pep_0718,pep_0001,embcos:pep_0001,0.9758487343788147
pep_0957,pep_0001,embcos:pep_0001,0.9758487343788147
pep_0550,pep_0001,embcos:pep_0001,0.9758273959159851
pep_0231,pep_0001,embcos:pep_0001,0.975803017616272
pep_0051,pep_0001,embcos:pep_0001,0.9757969379425049
pep_0118,pep_0001,embcos:pep_0001,0.9757969379425049
pep_0251,pep_0001,embcos:pep_0001,0.9757969379425049
pep_0444,pep_0001,embcos:pep_0001,0.9757969379425049
pep_0941,pep_0001,embcos:pep_0001,0.9757969379425049
pep_0481,pep_0001,embcos:pep_0001,0.975772500038147
pep_0424,pep_0001,embcos:pep_0001,0.9757516384124756
pep_0901,pep_0001,embcos:pep_0001,0.9757145047187805
pep_0653,pep_0001,embcos:pep_0001,0.9757055044174194
pep_0493,pep_0001,embcos:pep_0001,0.9757031798362732
pep_0036,pep_0001,embcos:pep_0001,0.97569340467453
pep_0648,pep_0001,embcos:pep_0001,0.9756890535354614
pep_0171,pep_0001,embcos:pep_0001,0.9756453633308411
pep_0470,pep_0001,embcos:pep_0001,0.9755650758743286
pep_0678,pep_0001,embcos:pep_0001,0.9754692912101746
pep_0894,pep_0001,embcos:pep_0001,0.9754396080970764
pep_0339,pep_0001,embcos:pep_0001,0.9753502607345581
pep_0583,pep_0001,embcos:pep_0001,0.9753132462501526
pep_0943,pep_0001,embcos:pep_0001,0.9753132462501526
pep_0073,pep_0001,embcos:pep_0001,0.97524094581604
pep_0277,pep_0001,embcos:pep_0001,0.97524094581604
pep_0921,pep_0001,embcos:pep_0001,0.97524094581604
pep_0176,pep_0001,embcos:pep_0001,0.9752191305160522
pep_0412,pep_0001,embcos:pep_0001,0.9752017259597778
pep_0365,pep_0001,embcos:pep_0001,0.9751530289649963
pep_0664,pep_0001,embcos:pep_0001,0.9751511812210083
pep_0125,pep_0001,embcos:pep_0001,0.9750805497169495
pep_0062,pep_0001,embcos:pep_0001,0.9750329256057739
pep_0142,pep_0001,embcos:pep_0001,0.9750309586524963
pep_0014,pep_0001,embcos:pep_0001,0.9749358296394348
pep_0978,pep_0001,embcos:pep_0001,0.9749358296394348
pep_0154,pep_0001,embcos:pep_0001,0.9749104380607605
pep_0617,pep_0001,embcos:pep_0001,0.974882185459137
pep_0903,pep_0001,embcos:pep_0001,0.974872887134552
pep_0114,pep_0001,embcos:pep_0001,0.9748727679252625
pep_0120,pep_0001,embcos:pep_0001,0.9748727679252625
pep_0135,pep_0001,embcos:pep_0001,0.9748727679252625
pep_0509,pep_0001,embcos:pep_0001,0.974795401096344
pep_0211,pep_0001,embcos:pep_0001,0.9746671319007874
pep_0871,pep_0001,embcos:pep_0001,0.9746415019035339
pep_0876,pep_0001,embcos:pep_0001,0.9746381044387817
pep_0431,pep_0001,embcos:pep_0001,0.9745514392852783
pep_0408,pep_0001,embcos:pep_0001,0.9744939804077148
pep_0860,pep_0001,embcos:pep_0001,0.9744656682014465
pep_0776,pep_0001,embcos:pep_0001,0.9744048118591309
pep_0532,pep_0001,embcos:pep_0001,0.9743269085884094
pep_0434,pep_0001,embcos:pep_0001,0.9743101596832275
pep_0260,pep_0001,embcos:pep_0001,0.9742767214775085
pep_0809,pep_0001,embcos:pep_0001,0.9742710590362549
pep_0646,pep_0001,embcos:pep_0001,0.9742646217346191
pep_0923,pep_0001,embcos:pep_0001,0.9742646217346191
pep_0357,pep_0001,embcos:pep_0001,0.9742594957351685
pep_0367,pep_0001,embcos:pep_0001,0.9742169380187988
pep_0997,pep_0001,embcos:pep_0001,0.9742169380187988
pep_0918,pep_0001,embcos:pep_0001,0.9741725325584412
pep_0732,pep_0001,embcos:pep_0001,0.9741711020469666
pep_0479,pep_0001,embcos:pep_0001,0.974158763885498
pep_0012,pep_0001,embcos:pep_0001,0.9741397500038147
pep_0877,pep_0001,embcos:pep_0001,0.9740620851516724
pep_0812,pep_0001,embcos:pep_0001,0.9740135073661804
pep_0482,pep_0001,embcos:pep_0001,0.9739009737968445
pep_0106,pep_0001,embcos:pep_0001,0.9738746881484985
pep_0728,pep_0001,embcos:pep_0001,0.9738551378250122
pep_0400,pep_0001,embcos:pep_0001,0.9737280607223511
pep_0271,pep_0001,embcos:pep_0001,0.9737274646759033
pep_0750,pep_0001,embcos:pep_0001,0.9736654758453369
pep_0768,pep_0001,embcos:pep_0001,0.973663330078125
pep_0733,pep_0001,embcos:pep_0001,0.9736478924751282
pep_0914,pep_0001,embcos:pep_0001,0.9736312627792358
pep_0485,pep_0001,embcos:pep_0001,0.9735591411590576
pep_0021,pep_0001,embcos:pep_0001,0.9735590219497681
pep_0520,pep_0001,embcos:pep_0001,0.9735590219497681
pep_0628,pep_0001,embcos:pep_0001,0.9735590219497681
pep_0305,pep_0001,embcos:pep_0001,0.9734405875205994
pep_0042,pep_0001,embcos:pep_0001,0.973435640335083
pep_0338,pep_0001,embcos:pep_0001,0.9734354615211487
pep_0239,pep_0001,embcos:pep_0001,0.9734312295913696
pep_0873,pep_0001,embcos:pep_0001,0.9734066128730774
pep_0111,pep_0001,embcos:pep_0001,0.9734054207801819
pep_0148,pep_0001,embcos:pep_0001,0.9734054207801819
pep_0586,pep_0001,embcos:pep_0001,0.9734054207801819
pep_0626,pep_0001,embcos:pep_0001,0.9734054207801819
pep_0922,pep_0001,embcos:pep_0001,0.9734053611755371
pep_0850,pep_0001,embcos:pep_0001,0.9733667373657227
pep_0861,pep_0001,embcos:pep_0001,0.9733371734619141
pep_0748,pep_0001,embcos:pep_0001,0.973240852355957
pep_0675,pep_0001,embcos:pep_0001,0.9732386469841003
pep_0541,pep_0001,embcos:pep_0001,0.9731905460357666
pep_0090,pep_0001,embcos:pep_0001,0.973112165927887
pep_0319,pep_0001,embcos:pep_0001,0.9731050133705139
pep_0679,pep_0001,embcos:pep_0001,0.9730992317199707
pep_0420,pep_0001,embcos:pep_0001,0.9730634689331055
pep_0730,pep_0001,embcos:pep_0001,0.9729788899421692
pep_0734,pep_0001,embcos:pep_0001,0.9729530215263367
pep_0589,pep_0001,embcos:pep_0001,0.9729515910148621
pep_0746,pep_0001,embcos:pep_0001,0.9729453325271606
pep_0821,pep_0001,embcos:pep_0001,0.9729343056678772
pep_0266,pep_0001,embcos:pep_0001,0.9729019403457642
pep_0128,pep_0001,embcos:pep_0001,0.9729010462760925
pep_0252,pep_0001,embcos:pep_0001,0.9728477001190186
pep_0639,pep_0001,embcos:pep_0001,0.9728109836578369
pep_0060,pep_0001,embcos:pep_0001,0.9727422595024109
pep_0504,pep_0001,embcos:pep_0001,0.9727399349212646
pep_0759,pep_0001,embcos:pep_0001,0.9727162718772888
pep_0576,pep_0001,embcos:pep_0001,0.9726977944374084
pep_0495,pep_0001,embcos:pep_0001,0.9726511240005493
pep_0767,pep_0001,embcos:pep_0001,0.972595751285553
pep_0834,pep_0001,embcos:pep_0001,0.9725606441497803
pep_0735,pep_0001,embcos:pep_0001,0.9725438356399536
pep_0896,pep_0001,embcos:pep_0001,0.9725314378738403
pep_0491,pep_0001,embcos:pep_0001,0.9725133180618286
pep_0774,pep_0001,embcos:pep_0001,0.9725068807601929
pep_0093,pep_0001,embcos:pep_0001,0.9725039005279541
pep_0702,pep_0001,embcos:pep_0001,0.9724863171577454
pep_0544,pep_0001,embcos:pep_0001,0.9724801778793335
pep_0172,pep_0001,embcos:pep_0001,0.9724746942520142
pep_0579,pep_0001,embcos:pep_0001,0.9724444150924683
pep_0763,pep_0001,embcos:pep_0001,0.972402036190033
pep_0906,pep_0001,embcos:pep_0001,0.9723560214042664
pep_0126,pep_0001,embcos:pep_0001,0.9723526239395142
pep_0133,pep_0001,embcos:pep_0001,0.9723241329193115
pep_0086,pep_0001,embcos:pep_0001,0.9722769856452942
pep_0711,pep_0001,embcos:pep_0001,0.9722323417663574
pep_0383,pep_0001,embcos:pep_0001,0.9722315669059753
pep_0463,pep_0001,embcos:pep_0001,0.9722315669059753
pep_0492,pep_0001,embcos:pep_0001,0.9722315669059753
pep_0518,pep_0001,embcos:pep_0001,0.9722315669059753
pep_0105,pep_0001,embcos:pep_0001,0.972179114818573
pep_0647,pep_0001,embcos:pep_0001,0.9720979332923889
pep_0289,pep_0001,embcos:pep_0001,0.9720355868339539
pep_0787,pep_0001,embcos:pep_0001,0.9720344543457031
pep_0540,pep_0001,embcos:pep_0001,0.9720066785812378
pep_0562,pep_0001,embcos:pep_0001,0.9719666838645935
pep_0976,pep_0001,embcos:pep_0001,0.9719666838645935
pep_0158,pep_0001,embcos:pep_0001,0.9719408750534058
pep_0460,pep_0001,embcos:pep_0001,0.9719337821006775
pep_0177,pep_0001,embcos:pep_0001,0.9719271659851074
pep_0233,pep_0001,embcos:pep_0001,0.9719231724739075
pep_0970,pep_0001,embcos:pep_0001,0.9719231724739075
pep_0998,pep_0001,embcos:pep_0001,0.9719231724739075
pep_0058,pep_0001,embcos:pep_0001,0.9718949794769287
pep_0548,pep_0001,embcos:pep_0001,0.9718829989433289
pep_0200,pep_0001,embcos:pep_0001,0.971872091293335
pep_0813,pep_0001,embcos:pep_0001,0.9717632532119751
pep_0684,pep_0001,embcos:pep_0001,0.9717549681663513
pep_0665,pep_0001,embcos:pep_0001,0.9717304706573486
pep_0344,pep_0001,embcos:pep_0001,0.9717116355895996
pep_0174,pep_0001,embcos:pep_0001,0.9717097282409668
pep_0474,pep_0001,embcos:pep_0001,0.9717025756835938
pep_0956,pep_0001,embcos:pep_0001,0.9717025756835938
pep_0078,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0208,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0327,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0389,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0430,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0529,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0596,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0649,pep_0001,embcos:pep_0001,0.9716994762420654
pep_0250,pep_0001,embcos:pep_0001,0.9716994166374207
pep_0102,pep_0001,embcos:pep_0001,0.9716593027114868
pep_0897,pep_0001,embcos:pep_0001,0.9716315269470215
pep_0831,pep_0001,embcos:pep_0001,0.9715949296951294
pep_0421,pep_0001,embcos:pep_0001,0.9715728759765625
pep_0275,pep_0001,embcos:pep_0001,0.9715624451637268
pep_0600,pep_0001,embcos:pep_0001,0.9715543985366821
pep_0552,pep_0001,embcos:pep_0001,0.9715335965156555
pep_0095,pep_0001,embcos:pep_0001,0.9714983701705933
pep_0613,pep_0001,embcos:pep_0001,0.9714590907096863
pep_0188,pep_0001,embcos:pep_0001,0.9714443683624268
pep_0067,pep_0001,embcos:pep_0001,0.9714398384094238
pep_0451,pep_0001,embcos:pep_0001,0.9713789224624634
pep_0318,pep_0001,embcos:pep_0001,0.971361517906189
pep_0072,pep_0001,embcos:pep_0001,0.9713112711906433
pep_0190,pep_0001,embcos:pep_0001,0.9712947607040405
pep_0972,pep_0001,embcos:pep_0001,0.9712947607040405
pep_0865,pep_0001,embcos:pep_0001,0.9712462425231934
pep_0468,pep_0001,embcos:pep_0001,0.9712283611297607
pep_0315,pep_0001,embcos:pep_0001,0.9711785912513733
pep_0895,pep_0001,embcos:pep_0001,0.9711779356002808
pep_0427,pep_0001,embcos:pep_0001,0.9711240530014038
pep_0701,pep_0001,embcos:pep_0001,0.971057653427124
pep_0539,pep_0001,embcos:pep_0001,0.9710354804992676
pep_0982,pep_0001,embcos:pep_0001,0.9710354804992676
pep_0059,pep_0001,embcos:pep_0001,0.9710033535957336
pep_0837,pep_0001,embcos:pep_0001,0.9709773659706116
pep_0255,pep_0001,embcos:pep_0001,0.9709515571594238
pep_0537,pep_0001,embcos:pep_0001,0.9709104895591736
pep_0192,pep_0001,embcos:pep_0001,0.9708953499794006
pep_0388,pep_0001,embcos:pep_0001,0.9708169102668762
pep_0881,pep_0001,embcos:pep_0001,0.9708049893379211
pep_0486,pep_0001,embcos:pep_0001,0.9708039164543152
pep_0165,pep_0001,embcos:pep_0001,0.970767080783844
pep_0302,pep_0001,embcos:pep_0001,0.970754861831665
pep_0149,pep_0001,embcos:pep_0001,0.9707502126693726
pep_0306,pep_0001,embcos:pep_0001,0.970746636390686
pep_0312,pep_0001,embcos:pep_0001,0.9707037806510925
pep_0270,pep_0001,embcos:pep_0001,0.9706860184669495
pep_0588,pep_0001,embcos:pep_0001,0.9706860184669495
pep_0222,pep_0001,embcos:pep_0001,0.9706243872642517
pep_0714,pep_0001,embcos:pep_0001,0.9706206917762756
pep_0274,pep_0001,embcos:pep_0001,0.9706193804740906
pep_0497,pep_0001,embcos:pep_0001,0.9705260992050171
pep_0859,pep_0001,embcos:pep_0001,0.9705026745796204
pep_0374,pep_0001,embcos:pep_0001,0.9704601168632507
pep_0507,pep_0001,embcos:pep_0001,0.9704601168632507
pep_0601,pep_0001,embcos:pep_0001,0.9704601168632507
pep_0104,pep_0001,embcos:pep_0001,0.9704393148422241
pep_0590,pep_0001,embcos:pep_0001,0.9704177379608154
pep_0654,pep_0001,embcos:pep_0001,0.9703954458236694
pep_0981,pep_0001,embcos:pep_0001,0.9703954458236694
pep_0783,pep_0001,embcos:pep_0001,0.970292866230011
pep_0800,pep_0001,embcos:pep_0001,0.9702699780464172
pep_0279,pep_0001,embcos:pep_0001,0.9702662229537964
pep_0108,pep_0001,embcos:pep_0001,0.9702057838439941
pep_0722,pep_0001,embcos:pep_0001,0.9701261520385742
pep_0587,pep_0001,embcos:pep_0001,0.9701070785522461
pep_0131,pep_0001,embcos:pep_0001,0.9700919389724731
pep_0825,pep_0001,embcos:pep_0001,0.970090925693512
pep_0833,pep_0001,embcos:pep_0001,0.9700876474380493
pep_0606,pep_0001,embcos:pep_0001,0.9700814485549927
pep_0440,pep_0001,embcos:pep_0001,0.9700689315795898
pep_0422,pep_0001,embcos:pep_0001,0.9700362682342529
pep_0673,pep_0001,embcos:pep_0001,0.9700348377227783
pep_0640,pep_0001,embcos:pep_0001,0.9700314998626709
pep_0213,pep_0001,embcos:pep_0001,0.969978928565979
